word,proportion in topic 0,proportion in topic 1,proportion in topic 2,proportion in topic 3,proportion in topic 4,p(topic0|word),p(topic1|word),p(topic2|word),p(topic3|word),p(topic4|word)
legitimacy,8.8352834e-05,0,0,0,9.921384e-05,0.4710476180057952,0,0,0,0.5289523819942048
spaansdijkstra,2.0160223e-05,0,0,0,0,1.0,0,0,0,0
charniak,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
maturity,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
coaster,0,0,0,0,6.127194e-05,0,0,0,0,1.0
semifinishe,2.0160338e-05,0,0,0,0,1.0,0,0,0,0
legislation,0.00034085722,0.00026772183,0.001910611,0.00023289486,0,0.12385417846957379,0.09727963781062852,0.6942413033536544,0.08462488036614323,0
discs,0,0,0,0,2.3515331e-05,0,0,0,0,1.0
advocacy,5.4687353e-05,0,0,0,2.2658447e-05,0.7070500638233028,0,0,0,0.2929499361766971
pisce,0,0,0,2.5581412e-05,0,0,0,0,1.0,0
andworkplace,0,0,0,0,2.3514007e-05,0,0,0,0,1.0
trieneken,0.00012163714,0,0,0,0,1.0,0,0,0,0
feeling,0,0,3.5913835e-08,0.00010279257,0,0,0,0.0003492596092577987,0.9996507403907422,0
lus,0,0,9.799008e-05,0,0,0,0,1.0,0,0
allegation,8.75883e-05,0,0,0,0,1.0,0,0,0,0
non_verbal,0,0,0,0,0.00025549482,0,0,0,0,1.0
assurancedi,2.0284557e-05,0,0,0,0,1.0,0,0,0,0
sim,0.00012193622,0,0,0,2.360845e-05,0.8377924035744383,0,0,0,0.16220759642556173
icult,0,0,0,0,6.127439e-05,0,0,0,0,1.0
powerless,0,0,0,0,2.3515579e-05,0,0,0,0,1.0
industrie,0,0,1.0548187e-05,0,2.3514032e-05,0,0,0.30967409155115244,0,0.6903259084488476
textual,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
elucidate,2.1215501e-05,0,0,2.4304794e-05,0,0.4660668569373716,0,0,0.5339331430626284,0
blur,0,0,1.0548157e-05,0,0,0,0,1.0,0,0
historicity,0,0,0,0,2.3513629e-05,0,0,0,0,1.0
row,0,0,0.00018620893,0.00048883917,2.3718034e-05,0,0,0.26648247300149047,0.6995747916593252,0.033942735339184286
del,0,0,0,0,6.127439e-05,0,0,0,0,1.0
shellfish,0,0,9.781586e-05,2.5581412e-05,0,0,0,0.7926906140398488,0.20730938596015122,0
convening,0,0,1.05487e-05,0,0,0,0,1.0,0,0
parenthesis,5.574268e-05,0,0,2.3323235e-05,2.3611332e-05,0.5428922313942005,0,0,0.22715095907052463,0.2299568095352749
verifying,5.012195e-05,0,0,0.00019708328,0,0.20275440967927938,0,0,0.7972455903207206,0
backstory,0,0,0,0,6.127339e-05,0,0,0,0,1.0
arrogance,2.065867e-05,0,0,0,0,1.0,0,0,0,0
motivated,0.000121693294,0,0,3.104536e-05,9.487793e-05,0.49145858018314675,0,0,0.12537674653895062,0.38316467327790266
afoss,0,0.002644262,0,0,0,0,1.0,0,0,0
harness,0,0,1.0555554e-05,2.5554857e-05,0,0,0,0.29231331315861425,0.7076866868413857,0
interspecific,0,0,0,2.5581412e-05,0,0,0,0,1.0,0
compound,8.8398425e-05,0.0002677208,0,0.00044658894,0,0.11012523357358252,0.33352196970123404,0,0.5563527967251835,0
unload,0,0,2.7637001e-05,0,0,0,0,1.0,0,0
syme,1.816774e-05,0,0,6.991098e-05,0,0.20626707947531636,0,0,0.7937329205246836,0
respect,0,0.0011275477,0.00078219525,0.00039727567,0.00022970524,0,0.4444897296465784,0.30834859854103835,0.15660974162255376,0.09055193018982949
neighbourhood,0,0,0,0,6.127433e-05,0,0,0,0,1.0
issue,0.0019934587,0.0016336028,0.0015498098,0.0011913418,0.0005899198,0.28649333757950585,0.2347760239511166,0.22273357580039047,0.1712157270983852,0.0847813355706019
increased,0,0,2.7666249e-05,0,0,0,0,1.0,0,0
far,0.00027344906,0.0007564501,0.00018647691,9.345095e-06,6.5534325e-05,0.21176990498994322,0.5858252774439533,0.14441519444472567,0.007237216276377969,0.05075240684499988
warrant,6.9651505e-05,0,2.6456073e-05,0,9.851195e-06,0.6573453367080475,0,0.24968270533138562,0,0.09297195796056687
edit,0.0005607994,0,0,0,4.4801263e-07,0.9992017555303426,0,0,0,0.0007982444696573447
autonomous,2.0330068e-05,0.013101849,0,5.7882895e-05,0.00028264333,0.0015101027430187875,0.9731958551675387,0,0.004299499588349411,0.020994542501093096
unordered,0,0,0,2.5574385e-05,0,0,0,0,1.0,0
scheme,0.00017786508,0,0.0013490488,0,0.00019717444,0.10316471315664696,0,0.7824708235751943,0,0.1143644632681588
tuna,1.8777208e-05,0.00026772666,0.00057323417,0.00011435114,0,0.019276682262848788,0.2748482040581535,0.5884822271696072,0.11739288650939052,0
sculpture,2.0664662e-05,0,0,0,0,1.0,0,0,0,0
night,0,0,0,2.5574505e-05,2.3513987e-05,0,0,0,0.5209877953141631,0.4790122046858369
ascertain,0,0,9.791862e-05,2.5709249e-05,0,0,0,0.7920432622952993,0.20795673770470072,0
comparable,2.4326153e-05,0,2.5787851e-05,0,2.3131714e-05,0.33211706811233416,0,0.3520731570033113,0,0.3158097748843546
charge,2.0160167e-05,0,0,2.5581678e-05,0,0.44073795340926464,0,0,0.5592620465907353,0
content,0.000105281026,0,0.0007058281,0.0019329631,0.00033354157,0.034208653867308494,0,0.2293426393302393,0.6280720267963219,0.10837668000613035
mixing,0,0,0,2.5413918e-05,0,0,0,0,1.0,0
intensify,0,0,1.054869e-05,0,0,0,0,1.0,0,0
facial,0,0,0,0,6.1274215e-05,0,0,0,0,1.0
norway,0,0,3.564953e-05,0.0001444948,0.00024341668,0,0,0.08416622029470616,0.3411428242198729,0.5746909554854209
vastly,0,0,0,0,6.12755e-05,0,0,0,0,1.0
decisionistic,0,0,0,0,2.3513965e-05,0,0,0,0,1.0
compr,0,0,6.2729865e-05,0,0,0,0,1.0,0,0
realm,2.066468e-05,0,0,0,2.3515377e-05,0.46773774455402145,0,0,0,0.5322622554459785
monaxio,0,0,0,2.5413943e-05,0,0,0,0,1.0,0
assign,0.00025440875,0,0.00050830503,0.000548019,4.258105e-05,0.18798946584592754,0,0.3756002610328596,0.40494598978003205,0.031464283341180815
standard_format,5.3899406e-05,0,9.7984666e-05,0,0,0.35487201115527495,0,0.645127988844725,0,0
strip,0,0,0,2.5581558e-05,2.3495091e-05,0,0,0,0.5212572209970633,0.4787427790029367
inflexible,8.787428e-05,0,0,0,0,1.0,0,0,0,0
fi_nd,0,0,0,0,0.0001776232,0,0,0,0,1.0
mejuto,0,0,0,2.5413558e-05,0,0,0,0,1.0,0
normalization,0,0,0,6.662503e-05,2.3511473e-05,0,0,0,0.7391570228804212,0.26084297711957877
solid,0,0,0,2.5581508e-05,0,0,0,0,1.0,0
moll,0,0,0,6.6630615e-05,0,0,0,0,1.0,0
dependant,0,0,0,2.557114e-05,0,0,0,0,1.0,0
daw,2.065873e-05,0,0,0,0,1.0,0,0,0,0
warde,1.9685343e-05,0,0,0,0,1.0,0,0,0,0
monitoring,0.0003178502,0,0.00012311991,0,1.8474373e-05,0.6918141629585879,0,0.2679755977499641,0,0.040210239291448006
muscle,0,0,1.0548157e-05,0,0,0,0,1.0,0,0
relief,0,0,0,0,2.3495066e-05,0,0,0,0,1.0
pren,0,0,1.0548116e-05,0,0,0,0,1.0,0,0
finmarchicus,0,0,0,2.5581458e-05,0,0,0,0,1.0,0
massbalance,0,0,0,2.54137e-05,0,0,0,0,1.0,0
pitfall,1.7927812e-05,0,0,7.038992e-05,2.3377213e-05,0.1605069239862209,0,0,0.6301978996936175,0.20929517632016156
tackle,3.0886455e-05,0,0.00011000754,2.5581801e-05,0.00010011134,0.11585875849633907,0,0.412651339237915,0.09596037408523822,0.3755295281805077
drag,1.9685327e-05,0,0,0,0,1.0,0,0,0,0
pitcher,0,0,0.00011562671,0,0,0,0,1.0,0,0
computerise,0,0,1.0548157e-05,0,0,0,0,1.0,0,0
expand,0.0003076676,0,0.00021907574,0.00028883517,0.0005071638,0.2325982836176222,0,0.16562238443550453,0.21836087771193607,0.3834184542349372
numbering,0,0,6.26338e-05,2.5773714e-05,0,0,0,0.7084669331616277,0.2915330668383724,0
unrelated,0,0,2.739626e-05,0,0,0,0,1.0,0,0
khamsin,0,0,0,0,2.351531e-05,0,0,0,0,1.0
diploma,0,0,0,0,2.3495091e-05,0,0,0,0,1.0
periodisation,0,0,0,0,2.35152e-05,0,0,0,0,1.0
vetschera,0,0.00026771927,0,0,0,0,1.0,0,0,0
dimensional,5.5477874e-05,0,2.7666167e-05,0.00032014708,2.1803864e-05,0.1305070066770364,0,0.06508231691626903,0.7531189307334746,0.05129174567321996
frontal,0,0,0,2.557114e-05,0,0,0,0,1.0,0
mariculture,0,0,1.0548207e-05,2.5581483e-05,0,0,0,0.29195398143849616,0.7080460185615038,0
suzuki,0,0,1.054874e-05,0,0,0,0,1.0,0,0
foresee,0.0001220294,0,0,0,0,1.0,0,0,0,0
grandchild,0,0,1.0548721e-05,0,0,0,0,1.0,0,0
contra,2.066468e-05,0,0,0,0,1.0,0,0,0,0
prepare,2.5693487e-05,0,0.000114930685,7.8038356e-05,0.0001625124,0.06740602664912687,0,0.30151690598449277,0.20473108462058204,0.4263459827457983
psychiatry,0,0,0,0,2.3513943e-05,0,0,0,0,1.0
coastal,0.00061946263,0.0015623443,0.00023152628,0.00020095565,0.00014266776,0.2246907463468127,0.5666916437132145,0.08397893672901807,0.0728903927312878,0.051748280479666973
topnsearche,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
rassf,5.3479853e-05,0,0,0,0,1.0,0,0,0,0
neglect,2.1654849e-05,0.000103170685,0,2.4282901e-05,2.3178796e-05,0.12569038693785617,0.5988295503520861,0,0.14094428721460694,0.13453577549545084
rd,0,0,0,0.00010862331,0.00037239035,0,0,0,0.22582167355160446,0.7741783264483956
newly,0,0,0,0,9.990619e-05,0,0,0,0,1.0
token,0,0,0,0.000150835,0,0,0,0,1.0,0
compliant,0,0,4.500845e-05,0,0,0,0,1.0,0,0
wellinforme,0,0,1.054873e-05,0,0,0,0,1.0,0,0
energy,0.00012432766,0.00010316911,1.6538714e-05,0.00016498394,9.749688e-07,0.30324234665087907,0.2516354216418855,0.04033887707540805,0.4024053495372365,0.002378005094590854
former,7.721609e-05,0,0.00023974797,7.634555e-05,0.00010175014,0.15597327967665844,0,0.4842808754445551,0.15421481213819524,0.2055310327405912
preach,0,0,0,2.557114e-05,0,0,0,0,1.0,0
fee,9.237011e-05,0,0,0.00023116004,2.2094486e-05,0.26725556882649526,0,0,0.6688181840841014,0.06392624708940335
legal,0.0001455377,0.0007750575,0.0023252245,0.00015741301,0,0.04276454797326224,0.22774154830439297,0.6832399355659758,0.04625396815636892,0
briefly,0.00018471509,0,6.705184e-05,0,2.072205e-05,0.6778809463525347,0,0.2460717601725457,0,0.07604729347491958
fmeca,0,0,1.054868e-05,0,0,0,0,1.0,0,0
contradictory,5.325988e-05,0,0,0,0,1.0,0,0,0,0
respondent,0.0006674557,0,4.491373e-05,3.645276e-08,2.3525316e-05,0.9069539434434175,0,0.0610297924572398,4.9532836482742027e-05,0.03196673126285993
camera,0.000122029516,0,0,0,0,1.0,0,0,0,0
impermeable,5.3479806e-05,0,0,0,0,1.0,0,0,0,0
unified,0,0,1.05487e-05,0,0,0,0,1.0,0,0
sect,0,0,2.7230124e-05,0,0,0,0,1.0,0,0
fiskeb,0,0,4.5165005e-05,0,0,0,0,1.0,0,0
prevent,0.00010961421,0.00043616095,0.0004741016,0.00015518049,2.1776685e-05,0.09158681506007758,0.36442896170880673,0.3961298139883314,0.1296591658384823,0.018195243404301988
seyfarth,0,0,0,0,0.00017762302,0,0,0,0,1.0
sexist,0,0,0,2.557114e-05,0,0,0,0,1.0,0
constitution,0,0.00010274915,0,0,0,0,1.0,0,0,0
importantmodel,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
net_weight,0,0,0.00020385429,0,0,0,0,1.0,0,0
biol,2.0658572e-05,0.00010316724,0,0,0,0.16683575237391074,0.8331642476260892,0,0,0
identifier,0,0,0.0028167623,0,0,0,0,1.0,0,0
quarter,0,0,1.0548197e-05,0,2.3495046e-05,0,0,0.30984700598363263,0,0.6901529940163673
computational,0.00020303825,0.0007756549,0,0.0010757258,0.00032562218,0.08530871354854062,0.32589979724274093,0,0.45197780956861167,0.1368136796401068
canvas,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
stanford,0,0,0,2.5571117e-05,0,0,0,0,1.0,0
hegemony,0,0,0,0,2.3514975e-05,0,0,0,0,1.0
fission,0,0,2.7230124e-05,0,0,0,0,1.0,0,0
integrate,0.0011622249,0.0006142815,0.00015844168,0.0008645777,0.0011262506,0.2960496961899697,0.1564738910335529,0.040359322150680124,0.22023101194862943,0.28688607867716787
regulated,3.212553e-05,0,2.9902421e-05,8.8316774e-05,0,0.21367912065405678,0,0.19889238955310043,0.5874284897928428,0
beauty,0,0,0,0,2.3511699e-05,0,0,0,0,1.0
observed,2.09894e-05,0,0,0.00019258505,2.3186929e-05,0.08865212918781337,0,0,0.8134141250018266,0.09793374581036005
cycle,2.0874002e-05,0,1.0442511e-05,0,2.3512597e-05,0.38071021160667445,0,0.19045559473890494,0,0.42883419365442066
thecountryand,0,0,0,0,2.3514007e-05,0,0,0,0,1.0
compliment,0,0,0,0,2.3511679e-05,0,0,0,0,1.0
spaan,8.745742e-05,0,0,0,0,1.0,0,0,0,0
multiplayer,0,0,0,0,9.990619e-05,0,0,0,0,1.0
iteratively,0,0,0,2.5574385e-05,0,0,0,0,1.0,0
quantum,0,0,0,2.5574385e-05,0,0,0,0,1.0,0
cmsdata,2.066468e-05,0,0,0,0,1.0,0,0,0,0
kovalevsky,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
subsection,8.78736e-05,0,0,0,0,1.0,0,0,0,0
langne,0,0,0,2.5413432e-05,0,0,0,0,1.0,0
distortion,2.4097584e-05,0,0.00013145302,0,2.3310517e-05,0.13472790277118335,0,0.7349446343114426,0,0.13032746291737402
excretion,0,0,0,2.5581458e-05,0,0,0,0,1.0,0
imperial,0,0,0,0,0.00025549752,0,0,0,0,1.0
immunology,0,0,0,0,2.3513987e-05,0,0,0,0,1.0
fleet,0.0003031696,0,0.00010209706,0.00012839223,2.39026e-05,0.5437419964524712,0,0.1831135432270427,0.23027457065500104,0.042869889665485064
ctbps,0,0,0,0,0.00076219183,0,0,0,0,1.0
mile,6.516836e-05,0,7.4951764e-05,0,2.253196e-05,0.40066107703729126,0,0.4608103554987821,0,0.13852856746392667
facebook,0,0,0,2.557114e-05,0,0,0,0,1.0,0
differentiation,0,0,8.0361984e-05,2.5581678e-05,0,0,0,0.758535081828687,0.241464918171313,0
screenshot,0,0,1.0003933e-05,0,0,0,0,1.0,0,0
comprise,0,0,0.0001332313,0,2.3515042e-05,0,0,0.849980279605452,0,0.15001972039454808
onmatter,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
teorija,0,0,0,0,2.351531e-05,0,0,0,0,1.0
stylize,0,0.00027054976,0,0,2.2904778e-05,0,0.9219477800487365,0,0,0.07805221995126349
presume,2.073741e-05,0,2.7623535e-05,0,0,0.42880490181730263,0,0.5711950981826973,0,0
inadequate,0,0,0.00013324375,0,0,0,0,1.0,0,0
trip,0,0,2.7628543e-05,2.5091693e-05,0,0,0,0.5240595466568697,0.47594045334313023,0
influenza,0,0,0,0,0.00013872902,0,0,0,0,1.0
colbourn,0,0,0,0,6.1274215e-05,0,0,0,0,1.0
onwards,5.3479806e-05,0,0,0,0,1.0,0,0,0,0
underused,0,0,2.766622e-05,0,0,0,0,1.0,0,0
ort,0,0,0,0,9.990532e-05,0,0,0,0,1.0
pastoral,5.3887943e-05,0,0,0,0,1.0,0,0,0,0
glass,5.453361e-05,0,0,0,2.282349e-05,0.7049593491423294,0,0,0,0.2950406508576706
equipment,0,0.00010316891,0.00020371494,2.5581143e-05,0,0,0.3103151082917108,0.6127410224624147,0.0769438692458746,0
shock,0,0,1.0548399e-05,2.5184638e-05,0,0,0,0.2952001773325787,0.7047998226674214,0
luck,0,0,0,0,0.0001386986,0,0,0,0,1.0
atomise,2.0663772e-05,0,0,0,0,1.0,0,0,0,0
complexity,0.00054523814,0.0015943017,8.9182024e-05,0.000482045,0.0014058088,0.132449440597756,0.387288316828634,0.021664128344140273,0.11709853923373445,0.34149957499573524
duplicate,6.933617e-05,0,5.4664255e-05,0,0,0.5591607540424406,0,0.44083924595755936,0,0
illustrate,0.00016198955,0,6.962408e-05,0.00021267594,0.00017683287,0.2608013172205646,0,0.11209397484727512,0.34240581984365115,0.2846988880885091
consisten,0,0,2.766622e-05,0,0,0,0,1.0,0,0
stewart,2.065873e-05,0,0,0,0,1.0,0,0,0,0
theodossiou,0,0,0,0.00010833014,0,0,0,0,1.0,0
discovery,0,0,0,2.5581532e-05,9.990628e-05,0,0,0,0.20385670155252122,0.7961432984474788
associated,2.066464e-05,0,0,0,0,1.0,0,0,0,0
separation,0,0,8.035156e-05,0,0,0,0,1.0,0,0
deepen,0,0.00026771927,0,0,0,0,1.0,0,0,0
discontent,0,0,0,0,2.351522e-05,0,0,0,0,1.0
triangulate,0,0,0,0,2.3515579e-05,0,0,0,0,1.0
prugger,0,0,1.054873e-05,0,0,0,0,1.0,0,0
portion,0,0,0,0.00015077245,2.3515357e-05,0,0,0,0.865077444064094,0.13492255593590596
fmsp,0,0,0,2.5574385e-05,0,0,0,0,1.0,0
hereunder,0,0,1.0548137e-05,0,0,0,0,1.0,0,0
postpone,0,0,1.0548167e-05,0,0,0,0,1.0,0,0
ce,0,0,2.7665481e-05,0,0.0005672806,0,0,0.046500822834084035,0,0.9534991771659159
competitive,0,0.0009909049,0,0,5.0875482e-05,0,0.9511648669576392,0,0,0.04883513304236078
msea,2.0658688e-05,0,0,0,0,1.0,0,0,0,0
objective,0.002877496,0,0.00039933596,0.0002693678,0.0004027996,0.7286645872716833,0,0.1011233291946043,0.0682116595124221,0.1020004240212903
ciceseu,2.066468e-05,0,0,0,0,1.0,0,0,0,0
mcrs,8.787428e-05,0,0,0,0,1.0,0,0,0,0
roundtable,5.3887175e-05,0,0,0,0,1.0,0,0,0,0
norle,0,0,0,0,2.3511679e-05,0,0,0,0,1.0
requisite,2.065873e-05,0,0,0,0,1.0,0,0,0,0
bias,5.3754746e-05,0,0,0.00059923367,7.733866e-05,0.07360366069020824,0,0,0.8205004198838066,0.10589591942598518
recorder,2.0664622e-05,0,0,0,0,1.0,0,0,0,0
instead,0.00027851225,0,0.00012327654,0.00023408863,0,0.43799676422929334,0,0.19386839827565006,0.3681348374950566,0
framework,0.0022797668,0,0.0011881279,0.0021935934,0.0024826757,0.27992644426460594,0,0.14588703323937913,0.26934544215097567,0.30484108034503926
transhipper,0,0,1.0548157e-05,0,0,0,0,1.0,0,0
sorted,0,0,0,2.5574385e-05,0,0,0,0,1.0,0
debate,0.0001666278,0,0,9.583221e-05,0.00033341625,0.2796348991690242,0,0,0.16082569426043025,0.5595394065705456
inondable,0,0,0,0,2.3495046e-05,0,0,0,0,1.0
overexploit,0,0.00010274915,0,0,0,0,1.0,0,0,0
app,0,0,0,6.656227e-05,0,0,0,0,1.0,0
rich,0.00014995193,0.0004388084,3.5000172e-05,0.000104955616,0.00021013766,0.15971808472767185,0.46738737661582125,0.03727968365440093,0.11179122675948876,0.22382362824261723
sf,2.0870897e-05,0,1.0442621e-05,0,0,0.6665139684986545,0,0.3334860315013455,0,0
modified,2.0664287e-05,0,0,0,0,1.0,0,0,0,0
setup,0,0,0,0,0.00044990235,0,0,0,0,1.0
habitual,2.0663752e-05,0,0,6.662223e-05,0,0.2367361982285742,0,0,0.7632638017714258,0
alternately,0,0,1.0548157e-05,0,0,0,0,1.0,0,0
derous,2.06647e-05,0,0,0,0,1.0,0,0,0,0
unprepared,0,0,2.7344342e-05,0,0,0,0,1.0,0,0
marxist,0,0,0,0,2.3515264e-05,0,0,0,0,1.0
attractive,0,0,0,2.5413678e-05,0,0,0,0,1.0,0
italian,2.0678519e-05,0,6.2740575e-05,0,2.3515264e-05,0.19337581778255467,0,0.5867204556184589,0,0.21990372659898652
meet,0.00037717976,0,0.00058564893,2.5600863e-05,0.00021369045,0.313762154741194,0,0.4871800869693673,0.021296428264102146,0.17776133002533653
exceed,9.494156e-05,0,0,1.9842766e-05,5.884457e-05,0.5468073793756072,0,0,0.11428262407486887,0.338909996549524
correction,0,0,2.7230124e-05,0,0,0,0,1.0,0,0
nonunitary,0,0,1.0548137e-05,0,0,0,0,1.0,0,0
histamine,2.016032e-05,0,0,0,0,1.0,0,0,0,0
elise,5.3887892e-05,0,0,0,0,1.0,0,0,0,0
valuecapa,0,0,0,0,2.3510804e-05,0,0,0,0,1.0
summer,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
wewill,0,0,0,0,2.3513987e-05,0,0,0,0,1.0
avoid,0.00081428495,0.00095764763,0.0004015519,0.00029374872,0.00014482439,0.3117408135956906,0.3666257732693338,0.15373010792302563,0.11245874425199484,0.05544456095995509
terrainparty,0,0,2.7230124e-05,0,0,0,0,1.0,0,0
couple,0.00010376055,0,2.1137648e-05,0,2.0138952e-05,0.7154067005568382,0,0.1457395474246791,0,0.1388537520184827
eceuropaeu,0.00014323232,0,1.695024e-05,0,0,0.8941817377130722,0,0.10581826228692781,0,0
direct_object,0,0,0,0.00023544313,0,0,0,0,1.0,0
spending,0,0,0,2.5412633e-05,2.3514054e-05,0,0,0,0.5194022871297211,0.4805977128702789
orientation,5.242796e-05,0.00010316872,0,6.527317e-05,6.418648e-05,0.18392140210676217,0.3619239741727493,0,0.2289834019452423,0.22517122177524623
option,0.00022659497,0,0.00016006493,0.00018466753,0.0005137813,0.2088223616676009,0,0.14751049195214908,0.17018342936053651,0.4734837170197135
fiiu,0,0,2.7665981e-05,0,0,0,0,1.0,0,0
size,0.0011715096,0.001690159,0.00044694173,0.00058350316,0.000100712816,0.2934036021088534,0.4232988973075322,0.11193618232697863,0.14613787796380978,0.02522344029282599
jacquet,0,0,4.5164747e-05,0,0,0,0,1.0,0,0
usefulness,3.261992e-05,0,2.211445e-05,0,0.00021475504,0.12104341683920802,0,0.08206055037465938,0,0.7968960327861326
hodge,0,0,0,0,6.127491e-05,0,0,0,0,1.0
nd,2.0664818e-05,0,1.1096654e-05,6.978355e-05,0.00017340384,0.07515877074680308,0,0.04035897413573564,0.253805560598585,0.6306766945188763
bing,0,0,0,0.00023544313,0,0,0,0,1.0,0
ity,0,0,0,0,6.12741e-05,0,0,0,0,1.0
steven,0,0,0,2.5581458e-05,0,0,0,0,1.0,0
bibliography,0.00012670728,0,0,6.0494196e-05,0,0.6768497917215258,0,0,0.3231502082784742,0
tiere,0,0,0,2.5413749e-05,0,0,0,0,1.0,0
denmark,2.1268497e-05,0,0,0,2.2831784e-05,0.4822757730387563,0,0,0,0.5177242269612438
narrative,1.539713e-05,0,2.8440587e-05,7.080303e-05,0.0004902075,0.025456187073040745,0,0.047021027812534706,0.1170591568992805,0.8104636282151441
recap,0,0,6.246064e-05,0,0,0,0,1.0,0,0
cephalopod,2.0160263e-05,0,0,0,0,1.0,0,0,0,0
senior,0.00010829439,0,7.2963805e-05,0,5.443691e-05,0.45946813899460476,0,0.3095686014643161,0,0.23096325954107913
basically,0,0.0002714018,6.242711e-05,0,2.2718405e-05,0,0.7611943440988436,0.1750878737143843,0,0.06371778218677207
main_driver,0.00061123027,0,7.557918e-05,0,0,0.8899561182520089,0,0.1100438817479911,0,0
informative,0,0,0,6.663069e-05,0,0,0,0,1.0,0
footnote,8.787428e-05,0,0,0,0,1.0,0,0,0,0
utilization,0,0.0006054415,1.0547775e-05,0,0,0,0.9828766912586154,0.017123308741384576,0,0
economic,0.0028503893,0.001839161,0.000700943,0.00059921737,0.0012471547,0.393870713418087,0.2541377975254423,0.09685726594360367,0.08280067882478437,0.17233354428808265
hd,0.0010604683,0,4.7434487e-06,0,0,0.9955469427767738,0,0.004453057223226175,0,0
leroy,0,0.00010316606,0,0,0,0,1.0,0,0,0
toevaluate,0,0,0,0,2.3513987e-05,0,0,0,0,1.0
lesson,8.781002e-05,0.00043744443,0,0,0.0002552715,0.11250108821123465,0.5604482825297741,0,0,0.32705062925899125
selection,0.00015857651,0.000114534814,9.699313e-05,4.880205e-05,7.4600626e-05,0.32132567772114873,0.23208340306025305,0.19653845309788293,0.0988882342587429,0.1511642318619724
text,0.00040082762,0,0.00031159513,0.0020530575,0.00021166282,0.1346349846341703,0,0.10466246174819216,0.689606603751322,0.07109594986631554
intellectual,5.6753972e-05,0,2.6184684e-05,0,0,0.6842885456112737,0,0.31571145438872633,0,0
fissione,0,0,1.0003923e-05,0,0,0,0,1.0,0,0
seedword,0,0,0,6.6630746e-05,0,0,0,0,1.0,0
gv,8.101347e-06,0,0,0,0,1.0,0,0,0,0
errata,0,0,0,2.5574385e-05,0,0,0,0,1.0,0
qadir,0,0,0,0.00015083644,0,0,0,0,1.0,0
sap,0,0,0,2.5413166e-05,0,0,0,0,1.0,0
inhibit,0,0,2.7666249e-05,0,6.1273575e-05,0,0,0.3110670508762775,0,0.6889329491237225
punt,0,0,1.054869e-05,0,0,0,0,1.0,0,0
failure,0.000104991756,0.00011701668,6.743482e-05,7.455723e-05,2.1922713e-05,0.2720534952655363,0.3032123481471412,0.17473637068140124,0.1931918900121205,0.056805895893800744
upstream,0,0,9.797084e-05,2.5580995e-05,0,0,0,0.7929533383818679,0.20704666161813212,0
speaker,0,0,0,0,6.127515e-05,0,0,0,0,1.0
clement,0,0,0,0,6.125902e-05,0,0,0,0,1.0
predictor,0,0,9.799008e-05,0,0,0,0,1.0,0,0
recommendation,0.000795636,0,0.001697534,0.00030615056,0.0002585161,0.26019571020694926,0,0.555142146351985,0.10011998404781232,0.08454215939325342
climber,0,0,0,2.5571117e-05,0,0,0,0,1.0,0
anthropology,2.4323715e-05,0,0,0,1.9431249e-05,0.5559075610905315,0,0,0,0.4440924389094685
herd,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
thinking,0.0002147407,0.00036024774,1.0817314e-05,0.00020443602,0.00023440359,0.209575639017939,0.3515828502815267,0.010557130128064933,0.1995188020300461,0.22876557854242327
raise,2.3027673e-05,0.0011195827,0.00034236265,0.00036928,0.0002902232,0.010738134052216559,0.5220774594714928,0.1596486122331294,0.1722005571397809,0.13533523710338033
marketable,2.066468e-05,0,0,0,0,1.0,0,0,0,0
excuse,2.06647e-05,0,0,0,0,1.0,0,0,0,0
longline,2.0920914e-05,0,2.7657727e-05,0.00010831216,0,0.1333469755875918,0,0.17628647713672194,0.6903665472756862,0
protocol,0.0014426134,0.00043671223,0,0,0.0001962247,0.6950510351082465,0.21040791804094677,0,0,0.09454104685080673
foka,0,0.00010274915,0,0,0,0,1.0,0,0,0
hen,2.028446e-05,0,0,0,0,1.0,0,0,0,0
syntax,0,0,2.6574835e-06,4.515579e-05,0,0,0,0.05558045509665454,0.9444195449033455,0
arrangement,0,0.00026772157,8.029541e-05,0,0,0,0.7692773208655149,0.2307226791344851,0,0
senasa,2.0160263e-05,0,0,0,0,1.0,0,0,0,0
assistant,2.0663458e-05,0.00026772104,0,0,0,0.0716524557525339,0.9283475442474661,0,0,0
ionut,0,0,0,0,2.3511453e-05,0,0,0,0,1.0
norm,3.277624e-05,0.0010490913,0.0020182894,7.421552e-05,0.000102306614,0.010002883377766949,0.32016908059188415,0.6159557693390072,0.02264961395044384,0.031222652740897923
schl_ter,2.065871e-05,0,0,0,0,1.0,0,0,0,0
substitution,0,0,4.51393e-05,0,0,0,0,1.0,0,0
guenette,0,0,1.054865e-05,0,0,0,0,1.0,0,0
summit,0,0,6.2646825e-05,0,0,0,0,1.0,0,0
