word,proportion in topic 0,proportion in topic 1,proportion in topic 2,proportion in topic 3,proportion in topic 4,p(topic0|word),p(topic1|word),p(topic2|word),p(topic3|word),p(topic4|word)
radio_frequency,0,0,0.00013326868,0,0,0,0,1.0,0,0
alter,0.00027986962,0,3.655795e-05,0,1.907294e-05,0.8341853763039816,0,0.10896540931552548,0,0.056849214380492896
gadamer,0,0,0,0,2.3515466e-05,0,0,0,0,1.0
village,0,0,0,0,0.00013872876,0,0,0,0,1.0
exportation,0,0,6.2717e-05,0,0,0,0,1.0,0,0
expect,0.0004634738,0.00026997807,0.00045370348,0.00015433141,0.00024724376,0.2917258780011844,0.169933205181485,0.28557610608824596,0.09714133960338729,0.15562347112569738
attraction,0,0,0,2.557114e-05,0,0,0,0,1.0,0
disgusting,2.066468e-05,0,0,0,0,1.0,0,0,0,0
rat,0.0028657007,0,0,2.5560363e-05,0,0.9911594416043531,0,0,0.008840558395646906,0
valid,6.950354e-05,0,0.00014983943,0.00021866619,9.9783356e-05,0.12923858167450555,0,0.2786193996128455,0.4065995396790092,0.1855424790336398
wwwwebster,1.9685289e-05,0,0,0,0,1.0,0,0,0,0
gamebox,0,0,0,0,2.351365e-05,0,0,0,0,1.0
resistance,2.0822723e-05,0,2.7580312e-05,0,0,0.43019457080742657,0,0.5698054291925734,0,0
express,0.00026120077,0,0.00014676283,0.00048461402,0.00022784292,0.23312743564613325,0,0.13098905895006063,0.4325286854436356,0.20335481996017052
interaction,0.0007378457,0.0018009519,0,0.00029907914,0.00085946394,0.19956119372140319,0.48709384523773,0,0.08089033834701966,0.23245462269384712
award,0,0,4.0978157e-05,3.4998404e-05,0,0,0,0.5393526173133685,0.4606473826866315,0
cap,5.3684205e-05,0,0,0,0,1.0,0,0,0,0
untrustworthy,1.7672439e-05,0,0,0,2.294402e-05,0.4351053650356525,0,0,0,0.5648946349643474
maine,0,0,0,2.5581458e-05,0,0,0,0,1.0,0
purchasing,0,0,1.054869e-05,0,0,0,0,1.0,0,0
consult,0.00015865639,0,2.7634129e-05,0,2.1023498e-05,0.76529504571229,0,0.13329599963008487,0,0.10140895465762516
provenience,0,0,1.0548127e-05,0,0,0,0,1.0,0,0
great,0.00020758889,0,0.0002251352,0.0003202735,0.0003448179,0.18909269427158784,0,0.20507562256311387,0.2917370983511725,0.3140945848141258
recursion,0,0,0.00018604119,0,0,0,0,1.0,0,0
legacy,5.2526546e-05,0,0,0,0,1.0,0,0,0,0
infiltrate,0,0,4.5164576e-05,0,0,0,0,1.0,0,0
heterogeneous,0,0.00010316714,0,0,0.00017761793,0,0.3674238884774783,0,0,0.6325761115225217
pilot,2.4048408e-05,0.00026738274,2.5751675e-05,0,0,0.07581875830722308,0.8429924980229605,0.08118874366981636,0,0
flim,2.06647e-05,0,0,0,0,1.0,0,0,0,0
inadequacy,0,0,0,2.5574385e-05,0,0,0,0,1.0,0
policymarine,2.0658612e-05,0,0,0,0,1.0,0,0,0,0
heatmap,0,0,0,6.663069e-05,0,0,0,0,1.0,0
conjugate,0,0,0,2.5574385e-05,0,0,0,0,1.0,0
formerly,2.0664662e-05,0,0,0,0,1.0,0,0,0,0
postgraduate,0,0,1.0148359e-05,0,0,0,0,1.0,0,0
runoff,0,0,0,0,2.3515604e-05,0,0,0,0,1.0
measurement,0.0002189101,0.0004361655,0.00025249296,3.9754836e-05,0,0.2310827641059213,0.46041878849655954,0.2665330149850842,0.041965432412435,0
eager,1.9685343e-05,0,0,0,0,1.0,0,0,0,0
icon,0,0,0,2.557114e-05,0,0,0,0,1.0,0
reproducible,0.00012138822,0,0,0,0,1.0,0,0,0,0
ethex,0,0,0,0.00015082881,0,0,0,0,1.0,0
unsuitable,0,0,0,6.655974e-05,0,0,0,0,1.0,0
urgent,0,0,0,0,6.127445e-05,0,0,0,0,1.0
issn,2.6214517e-05,0,6.1869214e-05,0,1.9063868e-05,0.24465799728596963,0,0.5774204454408508,0,0.17792155727317954
uunl,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
deliberate,5.8634883e-05,0,9.546561e-05,0,0,0.3804976918385502,0,0.6195023081614498,0,0
accessibility,0,0,0,6.6401044e-05,6.12679e-05,0,0,0,0.5201033403116692,0.4798966596883309
irish,0,0,1.05487e-05,0,0,0,0,1.0,0,0
archaeology,0,0,7.998145e-05,0,0,0,0,1.0,0,0
rourke,2.0083062e-05,0,0,0,0,1.0,0,0,0,0
rigorously,0,0,0,0,2.3495113e-05,0,0,0,0,1.0
spectrometry,0,0,1.8767985e-05,4.641733e-05,0,0,0,0.287917373160464,0.712082626839536,0
lancet,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
noncompliance,0,0,0,2.5185049e-05,0,0,0,0,1.0,0
inspirational,2.0353173e-05,0,0,2.5816542e-05,2.365316e-05,0.2914972050275923,0,0,0.36974332854741543,0.3387594664249923
connexion,0,0,0.00011562671,0,0,0,0,1.0,0,0
tagging,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
blockstream,0,0,0,2.5411302e-05,0,0,0,0,1.0,0
mackerel,2.0743562e-05,0,2.762343e-05,2.558163e-05,0,0.28051316873242854,0,0.3735489415043187,0.3459378897632527,0
strike,5.3887175e-05,0,0,0,0,1.0,0,0,0,0
recovered,0,0,0,0,2.3513987e-05,0,0,0,0,1.0
borrow,0,0,0,0,6.126655e-05,0,0,0,0,1.0
dryland,0,0,0,0,6.1275736e-05,0,0,0,0,1.0
party,8.0952035e-05,0,0.00040280286,0.00010789709,0.0002146369,0.10040078328392689,0,0.49957635890286106,0.13381939349639715,0.2662034643168149
nil,2.1122494e-05,0,0,0,6.0727376e-05,0.25806386949729276,0,0,0,0.7419361305027072
duplication,0,0,1.6731608e-05,0.00013530192,0,0,0,0.11005209717028262,0.8899479028297174,0
tounderstand,0,0,0,0,2.3513987e-05,0,0,0,0,1.0
eur_dent_educ,0,0,1.014835e-05,0,0,0,0,1.0,0,0
proc,0,0.00010316626,0,0,0,0,1.0,0,0,0
stimulation,2.066468e-05,0,0,0,0,1.0,0,0,0,0
view,0.0016713031,0.00045014548,0.0003766309,0.0003677915,0.0005215491,0.49338524553980034,0.13288741231635823,0.11118517667872667,0.10857570215174789,0.15396646331336689
evaluative,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
dwelling,2.0663772e-05,0,0,0,0,1.0,0,0,0,0
wwwfaoorg_epdf,0,0,8.0361984e-05,0,0,0,0,1.0,0,0
laypeople,5.352991e-05,0,0,0,0,1.0,0,0,0,0
irascibility,0,0,0,0,2.3515377e-05,0,0,0,0,1.0
draconian,0,0,0,0,2.3513943e-05,0,0,0,0,1.0
multiplied,0,0,0,2.557436e-05,0,0,0,0,1.0,0
backbone,0,0,8.026455e-05,0,0,0,0,1.0,0,0
minimis,0.00029330756,0,0,0,0,1.0,0,0,0,0
palgrave,0,0,0,2.5571117e-05,0,0,0,0,1.0,0
product,0.00017934969,0.0012959429,0.01639375,0.00016336393,9.842147e-05,0.00989197420930685,0.07147731272688428,0.9041920238415897,0.009010284841905088,0.005428404380314046
belay,0,0,0,2.557114e-05,0,0,0,0,1.0,0
storyline,0,0,0,0,6.127427e-05,0,0,0,0,1.0
capitalist,0,0,0,0,2.351531e-05,0,0,0,0,1.0
bachrach,0,0,0,0,2.3495066e-05,0,0,0,0,1.0
manifestation,0,0.000103476945,0,0,9.982476e-05,0,0.5089821711547102,0,0,0.4910178288452898
unregulated,0,0,0.00016852154,0,0,0,0,1.0,0,0
tracefood,0,0,0.00013324643,0,0,0,0,1.0,0,0
archive,2.0168185e-05,0,0,0,0.0001393157,0.12645907813221163,0,0,0,0.8735409218677883
gambhir,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
ainstitute,2.0663734e-05,0,0,0,0,1.0,0,0,0,0
tail,2.0284131e-05,0,0,6.6631255e-05,0,0.2333779084734811,0,0,0.7666220915265188,0
semiautomatic,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
conversational,0,0,0,0,0.00029445245,0,0,0,0,1.0
melnychuk,0,0.00026771927,0,0,0,0,1.0,0,0,0
sid,0,0,0,0,2.3515107e-05,0,0,0,0,1.0
onerous,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
tonne,5.3888463e-05,0,6.274775e-05,0,0,0.46202171766708405,0,0.5379782823329159,0,0
electrical,7.335809e-05,0,2.7563407e-05,4.2774132e-05,0,0.5105102367344326,0,0.19181798990188387,0.2976717733636835,0
parker,5.3885116e-05,0,0,0,0,1.0,0,0,0,0
suboptimal,0,0,0,6.663069e-05,0,0,0,0,1.0,0
consist,0.00033220826,0,0.00012513285,0.00038247023,1.8327179e-05,0.38712661754310007,0,0.14581894102173282,0.4456975413825413,0.021356900052625808
legitimate,0,0,0.00030975937,2.5582214e-05,2.3513045e-05,0,0,0.8631890058931759,0.07128851622967723,0.06552247787714688
oecd,5.1897918e-05,0,0.00024020959,0,0,0.1776671849003123,0,0.8223328150996877,0,0
tpdf,0,0,2.7666192e-05,0,0,0,0,1.0,0,0
constitutional,2.028446e-05,0,0,0,0,1.0,0,0,0,0
scharfe,0,0.00010316606,0,0,0,0,1.0,0,0,0
macro,2.0756166e-05,0.00010316764,0,0,9.979344e-05,0.09277857104555494,0.461151921839407,0,0,0.44606950711503807
unmanned,0,0.00094479386,0,0,0,0,1.0,0,0,0
trypsinogen,0,0,0,2.5581458e-05,0,0,0,0,1.0,0
abrami,0,0,0,0,2.3515579e-05,0,0,0,0,1.0
riese,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
ahead,2.0870357e-05,0,1.0442492e-05,0,0,0.6665109638747352,0,0.33348903612526487,0,0
pathology,0,0,0,0,2.351522e-05,0,0,0,0,1.0
porteous,0,0,0,0.0001508337,0,0,0,0,1.0,0
trescak,0,0,1.0003923e-05,0,0,0,0,1.0,0,0
counting,0,0,1.0003923e-05,0,0,0,0,1.0,0,0
lda,0,0,0,0.0025241338,0,0,0,0,1.0,0
consultation,0.0005674171,0,0,0,0,1.0,0,0,0,0
ibid,0,0,8.0361984e-05,0,0,0,0,1.0,0,0
foreground,0,0,0,2.3401817e-05,2.5535877e-05,0,0,0,0.4781961510095495,0.5218038489904505
detect,0,0.0004361539,0.0001599372,0.00021376606,0,0,0.5385565738362061,0.19748816239984068,0.2639552637639532,0
eligibility,0,0,0,2.5185143e-05,0,0,0,0,1.0,0
gugerell,0,0,0,0,6.1258965e-05,0,0,0,0,1.0
farming,0,0,6.226681e-05,0,2.351365e-05,0,0,0.7258857008137655,0,0.27411429918623453
wwwresearchgate,2.0663772e-05,0,0,0,0,1.0,0,0,0,0
quest,0,0,2.72301e-05,0,0,0,0,1.0,0,0
multitude,9.6134376e-05,0,0.00017468804,8.376957e-05,2.3573464e-05,0.2542124743018422,0,0.46193549004022666,0.2215156589491581,0.06233637670877306
vii,0,0,0,0.00010862072,0,0,0,0,1.0,0
alligator,0,0,0,2.5581434e-05,0,0,0,0,1.0,0
cambridge,0.0002345901,0.000103829545,0,6.0661037e-05,9.379081e-05,0.47596605493444266,0.21066250731614458,0,0.12307678169871993,0.19029465605069285
pbft,0,0,0,0.000108499065,0,0,0,0,1.0,0
male,0,0,0,0.00010862496,0,0,0,0,1.0,0
bottleneck,0,0,0,0.000108498556,0,0,0,0,1.0,0
lipid,0,0,0,6.6559616e-05,0,0,0,0,1.0,0
ferrand,0,0,0,0,2.3514007e-05,0,0,0,0,1.0
enthusiasm,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
quote,0,0,6.238414e-05,0,0,0,0,1.0,0,0
valuetran,0,0,0,0,6.1272345e-05,0,0,0,0,1.0
ea,0,0,0,0,6.12741e-05,0,0,0,0,1.0
shape,5.650894e-05,0,0,0.00014868016,0.00029340075,0.11333752422039522,0,0,0.29820134185486047,0.5884611339247443
amuch,0,0,0,0,2.3513965e-05,0,0,0,0,1.0
conference,0.00036916518,0.0012075077,1.1051411e-05,0.0014442694,0.0004381337,0.10638375407695223,0.3479721467393432,0.003184727768352379,0.41620069540572674,0.12625867600962545
calanus,0,0,0,2.5581458e-05,0,0,0,0,1.0,0
obviously,6.139243e-05,0,5.8703376e-05,0,0.00010004625,0.2788764187286769,0,0.2666613421193982,0,0.4544622391519249
shortcut,2.0664718e-05,0,0,0,2.3515398e-05,0.467737973662684,0,0,0,0.532262026337316
fertilization,2.065871e-05,0,0,0,0,1.0,0,0,0,0
contemplate,2.066464e-05,0,0,0,0,1.0,0,0,0,0
gamebase,0,0,0,0,6.121125e-05,0,0,0,0,1.0
disturbance,8.787428e-05,0,0,0,0,1.0,0,0,0,0
critically,0,0,1.0548037e-05,6.663087e-05,0.00021654964,0,0,0.035910832640185825,0.2268450593009549,0.7372441080588593
adaptability,0,0,0,2.34007e-05,2.5539042e-05,0,0,0,0.4781533168595113,0.5218466831404888
abstract,0.0004988835,0.0004912123,0.00011998487,0.00062314904,0.00046130142,0.2273303314418775,0.2238347384198029,0.05467449048852196,0.283955437236432,0.21020500241336562
freshly,0,0,0,0,2.351549e-05,0,0,0,0,1.0
subaltern,0,0,0,0,0.001230028,0,0,0,0,1.0
dissect,0,0,0,2.558163e-05,2.35152e-05,0,0,0,0.5210444355559731,0.47895556444402687
vertically,2.065867e-05,0.000103169805,1.0548478e-05,0,0,0.1537367062910237,0.7677641345064199,0.07849915920255635,0,0
saint,2.0496964e-05,0.00026772666,0,0,6.0878603e-05,0.05871335723021713,0.766900464800151,0,0,0.17438617796963196
wwwfrance,5.349909e-05,0,0,0,0,1.0,0,0,0,0
nutritious,0,0,0,2.5408151e-05,0,0,0,0,1.0,0
icacy,0,0,0,0,0.0001387289,0,0,0,0,1.0
diffusion,0,0.00026771927,0,0,0,0,1.0,0,0,0
schematic,0,0,0,6.663069e-05,0,0,0,0,1.0,0
overcapacity,0,0,4.5147135e-05,0,0,0,0,1.0,0,0
marc,2.1273465e-05,0,0,0,2.2825861e-05,0.48239886377833957,0,0,0,0.5176011362216604
glorifying,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
smoking,0,0,4.51647e-05,0,0,0,0,1.0,0,0
forum,2.1572936e-05,0,0.0001144705,2.6923e-05,2.3643033e-05,0.1156047215760827,0,0.6134227858987947,0.14427456526264124,0.12669792726248133
frommarine,2.0284577e-05,0,0,0,0,1.0,0,0,0,0
veit,2.06647e-05,0,0,0,0,1.0,0,0,0,0
frustration,0,0,0,0,2.3513629e-05,0,0,0,0,1.0
connect,0.00019404221,0.00034071566,0.0003213799,0.00017751176,0.00022330394,0.15437501412410018,0.2710646598527685,0.2556816161082538,0.14122380975050078,0.17765490016437674
tomato,0,0,1.054869e-05,0,0,0,0,1.0,0,0
continent,0,0,0,0.00061674963,2.351475e-05,0,0,0,0.9632733734880464,0.03672662651195357
priority,2.6747693e-05,0,6.020074e-05,6.531912e-05,2.3095632e-05,0.15252742002110056,0,0.3432917808562472,0.3724790815863358,0.1317017175363165
registrere,0,0,0,2.5407206e-05,0,0,0,0,1.0,0
inseparable,0,0,0,0,2.3495113e-05,0,0,0,0,1.0
nominal,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
disappearance,0,0,0,0,2.3515557e-05,0,0,0,0,1.0
lapane,2.065865e-05,0,0,0,0,1.0,0,0,0,0
beam,0,0,0,2.5581458e-05,0,0,0,0,1.0,0
oie,0,0,9.7982236e-05,0,0,0,0,1.0,0,0
customisability,0,0,0,2.5383544e-05,0,0,0,0,1.0,0
tour,0,0,0,0,2.3514054e-05,0,0,0,0,1.0
cosmetic,0.000258768,0,0,0,0,1.0,0,0,0,0
evershed,2.0284597e-05,0,0,0,0,1.0,0,0,0,0
modeling,0.001284879,0,1.0546256e-05,4.758625e-05,0.00027678904,0.7932328538802785,0,0.0065108359187484996,0.029377844915209277,0.1708784652857637
mango,0,0,0,0.00015070933,0,0,0,0,1.0,0
householdswa,0,0,1.0003943e-05,0,0,0,0,1.0,0,0
rashid,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
quasi,0,0,1.0003943e-05,0,0,0,0,1.0,0,0
encourage,0.00020904113,0,0.00031928573,0,0.0004471863,0.21428837700417858,0,0.32730027959438907,0,0.45841134340143236
discard_ban,0.0002590285,0,0,0,0,1.0,0,0,0,0
basedow,2.0284557e-05,0,0,0,0,1.0,0,0,0,0
amblard,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
adviser,2.0448388e-05,0,0,0,2.319414e-05,0.46854270415963034,0,0,0,0.5314572958403697
mit,0,0,0,2.5581385e-05,0,0,0,0,1.0,0
westelaken,0,3.608154e-06,0,0,0.00012998327,0,0.02700887515686834,0,0,0.9729911248431317
url,0,0,0,2.5581532e-05,0,0,0,0,1.0,0
intentionally,2.0083062e-05,0,0,0,0,1.0,0,0,0,0
gaming,0,0.0007073503,0,0,0.00085571647,0,0.45254004882754933,0,0,0.5474599511724507
agriculture,3.0647905e-05,0,0.00026903328,0,6.127498e-05,0.08490755498797538,0,0.7453350458300908,0,0.16975739918193386
equally,0.0002966187,0,3.789076e-05,0.0001875962,0.00011730104,0.4638967645979922,0,0.05925924825933444,0.29339104925610626,0.1834529378865671
thermal,0,0,0,2.5581434e-05,0,0,0,0,1.0,0
downloadable,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
trahere,1.9685327e-05,0,0,0,0,1.0,0,0,0,0
pilfer,0,0,1.05487e-05,0,0,0,0,1.0,0,0
pursuit,0,0,1.014835e-05,0,0,0,0,1.0,0,0
rely,0.00012127899,0.00044172083,9.4820396e-05,0.00047221198,0.00016125971,0.0939206595145615,0.34207666486807264,0.07343064433164495,0.3656895690528575,0.12488246223286346
partially,0.00018568314,0.0011146612,8.215058e-05,0,0,0.13431017443426183,0.8062678491208543,0.059421976444883895,0,0
add,0.0007176609,0.00010455411,0.0006973871,0.0007176115,0.0004223222,0.269844414925468,0.03931291590398836,0.2622213603236769,0.26982585525925307,0.1587954535876137
scholar,0,0,4.4881275e-05,2.6136933e-05,0.00056727976,0,0,0.07031398772516502,0.0409478561443069,0.8887381561305281
anthony,2.06647e-05,0,0,0,0,1.0,0,0,0,0
robin,0,0.000103166356,0,0,0,0,1.0,0,0,0
dedication,0,0,0,2.557436e-05,0,0,0,0,1.0,0
weaving,0,0,0,0,2.3514636e-05,0,0,0,0,1.0
timescale,2.1727375e-05,0,0,2.427526e-05,0,0.47230719579461083,0,0,0.5276928042053891,0
hunter,0,0,0,0,2.3514032e-05,0,0,0,0,1.0
ballestero,2.065873e-05,0,0,0,0,1.0,0,0,0,0
bjorn,0,0.00010316626,0,0,0,0,1.0,0,0,0
properly,2.8003742e-05,0,0.00012069089,2.5373187e-05,8.025032e-05,0.11011303343682714,0,0.47456658802608004,0.09976947259300015,0.3155509059440927
beneficiary,2.066468e-05,0,0,0,0,1.0,0,0,0,0
reinvent,0,0,0,0,2.3495046e-05,0,0,0,0,1.0
silo,0,0,0.000120233795,0.0010295146,0,0,0,0.10457400655985691,0.8954259934401431,0
census,0,0,0,0,9.990532e-05,0,0,0,0,1.0
seasonal,8.787419e-05,0.00026772058,0,0,0,0.24711891064135297,0.7528810893586471,0,0,0
lner,0,0,0,0,2.3495046e-05,0,0,0,0,1.0
execution,2.0972953e-05,0,0,6.7359164e-05,6.013097e-05,0.14126712411636855,0,0,0.4537098446313208,0.40502303125231065
assistance,0,0,1.05487e-05,0,0,0,0,1.0,0,0
grind,0,0,0,2.5412053e-05,0,0,0,0,1.0,0
supermarket,2.2886743e-05,0,7.907241e-05,0,0,0.22446972877421859,0,0.7755302712257814,0,0
indexphpid,0,0,1.05487e-05,0,0,0,0,1.0,0,0
wedge,2.0664662e-05,0,0,0,0,1.0,0,0,0,0
waylen,0.0001220294,0,0,0,0,1.0,0,0,0,0
life,0.00015054097,0.00028553087,6.281218e-05,0.00024998412,0.00024433277,0.15157152261961426,0.2874855094514324,0.06324216695752156,0.25169542037202086,0.24600538059941088
detection,0,0.0007750509,0.00018300464,3.28241e-05,0,0,0.782184706061866,0.18468907033100304,0.03312622360713104,0
ru,0,0,0,0,2.3513629e-05,0,0,0,0,1.0
disembarkation,2.016032e-05,0,0,0,0,1.0,0,0,0,0
mistake,2.4339864e-05,0,2.5736575e-05,0,6.0963597e-05,0.21919899426169975,0,0.23177743938208373,0,0.5490235663562165
critical,0.00011138466,0.0013975557,0.00106493,0.0002691308,0.00084316556,0.03021693482683999,0.37913523825250733,0.2888990320897361,0.07301102331745193,0.22873777151346467
fragmented,6.3908644e-08,0,7.823388e-05,0,0,0.0008162253673043147,0,0.9991837746326957,0,0
craft,4.198423e-05,0.000103168815,2.0156185e-05,0,1.5919026e-05,0.23166491867158154,0.5692755529696208,0.1112198821641238,0,0.08783964619467377
ele,0,0,0,0,2.3503382e-05,0,0,0,0,1.0
civic,0,0,0,2.5581558e-05,0,0,0,0,1.0,0
yamoor,0,0,0,6.662223e-05,0,0,0,0,1.0,0
functional,0.00014536294,0,0.00022173318,1.539035e-05,0.00012205512,0.28810893222513795,0,0.4394745345708748,0.030503628900216448,0.24191290430377077
enrichment,5.3887892e-05,0,0,0,6.127498e-05,0.4679276537905666,0,0,0,0.5320723462094333
tokenized,0,0,0,2.5574385e-05,0,0,0,0,1.0,0
fertilize,0,0.00010316615,0,0,0,0,1.0,0,0,0
pandora,2.0664662e-05,0,0,0,0,1.0,0,0,0,0
uniform,0,0,8.009671e-05,0,0,0,0,1.0,0,0
insurance,0,0,1.05487e-05,0,0,0,0,1.0,0,0
local,0.0006364317,0.001214221,0.000107486274,0.00034367281,0.0009693445,0.1945586280118676,0.3711901530226266,0.03285880111600072,0.1050615697994452,0.2963308480500599
machinery,2.0160127e-05,0,0,2.5571213e-05,0,0.44083831754177527,0,0,0.5591616824582247,0
collectivism,0,0,0,0,2.3511902e-05,0,0,0,0,1.0
database,0,0,0.00061011733,0.0016663837,0.00018579511,0,0,0.24778389669411208,0.6767600645225944,0.07545603878329345
blockapps,0,0,0,2.541382e-05,0,0,0,0,1.0,0
aistat,0,0,0,6.6627756e-05,0,0,0,0,1.0,0
readership,2.0663752e-05,0,0,0,0,1.0,0,0,0,0
fiskerin,0,0,1.0548157e-05,0,0,0,0,1.0,0,0
acception,0,0,1.0548137e-05,0,0,0,0,1.0,0,0
meaningful_play,0,5.4561806e-05,0,0,0.00019001546,0,0.22308617127634434,0,0,0.7769138287236557
remember,2.0867434e-05,0,0,0.00065899495,2.3396975e-05,0.029672457972527714,0,0,0.9370582016099904,0.03326934041748181
double,2.2949755e-05,0,1.4050341e-05,9.577421e-05,0.000100871126,0.0982247098588005,0,0.06013531155797069,0.40991261256842254,0.4317273660148063
usaid,0,0,6.274799e-05,0,0,0,0,1.0,0,0
ing,0,0,0,2.558158e-05,0,0,0,0,1.0,0
observe,0.00014772234,0.00010334952,0.00014157318,0.00023273409,0.00017144739,0.1853883327256236,0.1297014060283466,0.17767127141775022,0.2920762345952158,0.21516275523306377
accompanied,5.2313582e-05,0,0,0,0,1.0,0,0,0,0
deadline,5.419129e-05,0,0,0,6.0867053e-05,0.4709896570638577,0,0,0,0.5290103429361422
academy,0,0,2.7666116e-05,0,6.1272345e-05,0,0,0.31107032301180443,0,0.6889296769881955
decommissioning,0,0,0,2.518507e-05,0,0,0,0,1.0,0
avglog,0,0,0,0.00032013914,0,0,0,0,1.0,0
weine,0,0,0,0,0.00021603439,0,0,0,0,1.0
position,0.00038214517,0,0.000122973,0.000104136954,0.00025935846,0.43994841337937046,0,0.1415738817879933,0.11988870086583547,0.29858900396680077
gastropod,0,0,1.054869e-05,0,0,0,0,1.0,0,0
staff,2.1320444e-05,0,2.7636921e-05,6.491585e-05,2.4327495e-05,0.15427159836835116,0,0.19997669810150334,0.46972152309653276,0.17603018043361274
distinguishe,0,0,1.054868e-05,0,2.3515533e-05,0,0,0.30967043892083296,0,0.690329561079167
interestingly,6.9659276e-05,0,0,2.152138e-05,1.0952219e-05,0.6820455786408747,0,0,0.2107194214903852,0.10723499986874009
nypdrobot,0,0,0,2.557114e-05,0,0,0,0,1.0,0
nonuse,2.066468e-05,0,0,0,0,1.0,0,0,0,0
unpack,2.06647e-05,0,0,0,0,1.0,0,0,0,0
reilly,0,0,1.054869e-05,0,0,0,0,1.0,0,0
general,0.0019543762,0.000609627,0.0028804857,0.001448985,0.0010468521,0.24613299646409575,0.0767760660394367,0.3627666833204116,0.18248431562205578,0.13183993855400014
kostnader,1.7067305e-05,0,0,0,0,1.0,0,0,0,0
eftec,0,0,8.036152e-05,0,0,0,0,1.0,0,0
term,0.0020659273,0,0.0022391472,0.0012391097,0.00069790304,0.3309673831744405,0,0.3587177077997764,0.1985088696111679,0.11180603941461517
anatomy,0,0,1.0148341e-05,0,0,0,0,1.0,0,0
cole,0,0,0,6.663069e-05,0,0,0,0,1.0,0
integrity,0,0,0.0005567332,0.00027812633,0.00025548827,0,0,0.51060149210713,0.25508037488509655,0.23431813300777338
identify,0.0034279767,0,0.003933174,0.0020247123,0.00080729736,0.336301656508677,0,0.3858640400655646,0.19863439656111834,0.07919990686464011
school,0.00012292563,0.00026772465,0,0.00011882236,0.0002838516,0.15495004730420162,0.33747191176889374,0,0.14977780025809462,0.35780024066881
bolic,0,0,4.516496e-05,0,0,0,0,1.0,0,0
outgoing,0,0,0.0002215047,0,0,0,0,1.0,0,0
nudie,0,0,9.7732685e-05,0,0,0,0,1.0,0,0
instinctive,0,0,1.0003923e-05,0,0,0,0,1.0,0,0
live,0.00022282531,0.0011320374,9.130929e-05,1.2149726e-05,0.00028230879,0.12801413960574698,0.6503605343718338,0.052457594388384515,0.006980071919267592,0.16218765971476704
algayre,0,0,2.7344342e-05,0,0,0,0,1.0,0,0
court,0,0,2.766622e-05,0,0,0,0,1.0,0,0
activity,0.00072675815,0.0050043818,0.0020767187,0.0019174645,0.00086780346,0.06860657646940717,0.4724178166613028,0.19604398145311686,0.1810102537780815,0.0819213716380917
popularity,0,0,2.7666061e-05,0,0.00033341118,0,0,0.07662089399225852,0,0.9233791060077414
deriving,0,0,1.054869e-05,0,0,0,0,1.0,0,0
fogel,2.0284577e-05,0,0,0,0,1.0,0,0,0,0
rettigheter,0,0,0,0,2.351365e-05,0,0,0,0,1.0
company,0,0.001783372,0.0039198,0.00015926217,0.00038757196,0,0.28533925111896963,0.6271673721207256,0.025481922942448283,0.06201145381785651
eighth,2.1057087e-05,0,0,6.611726e-05,0,0.24155141688807694,0,0,0.7584485831119231,0
th,0,0,0,0,2.351365e-05,0,0,0,0,1.0
herewhich,1.9685327e-05,0,0,0,0,1.0,0,0,0,0
applying,6.545563e-05,0,0,0,1.1409444e-05,0.8515653020492217,0,0,0,0.14843469795077835
springer_nature,3.792572e-05,0,0,8.522544e-05,0,0.30796073548574593,0,0,0.692039264514254,0
shrimp,0,0,6.167587e-05,2.550256e-05,2.3515357e-05,0,0,0.5571755329465652,0.23038836551802458,0.21243610153541018
captain,2.0160722e-05,0.0002318093,0,0,0,0.08001238157240974,0.9199876184275902,0,0,0
simone,2.065867e-05,0,0,0,0,1.0,0,0,0,0
poor,0,0,0.00015101522,2.3165316e-05,2.553695e-05,0,0,0.7561442076362631,0.11599042222451941,0.12786537013921748
feedbag,0,0,4.5164878e-05,0,0,0,0,1.0,0,0
dilution,2.0664662e-05,0,0,0,0,1.0,0,0,0,0
pinch,0,0,0,2.558158e-05,0,0,0,0,1.0,0
dawson,0,0,1.014835e-05,0,0,0,0,1.0,0,0
companyspecific,0,0,2.7666249e-05,0,0,0,0,1.0,0,0
grouper,0,0,0,2.5581361e-05,0,0,0,0,1.0,0
swd,0,0,0,2.557436e-05,0,0,0,0,1.0,0
implied,2.0160242e-05,0,0,0,2.3515398e-05,0.4615900662269032,0,0,0,0.5384099337730969
socioeconomic,2.0825228e-05,0,1.0548771e-05,0,2.3327817e-05,0.38070450812750367,0,0.19284132710525823,0,0.4264541647672381
